"passportArea","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role","birthArea","wyId","foot","shortName","currentNationalTeamId","birthYear","birthMonth"
"Spain",85,"Oier",NA,"Olaz\u00e1bal Paredes",695,"1989-09-14",189,"Goalkeeper","Spain",3330,"left","Oier",NA,1989,9
"Spain",84,"Felipe Salvador",NA,"Caicedo Corozo",3162,"1988-09-05",183,"Forward","Ecuador",101635,"left","F. Caicedo",NA,1988,9
"Spain",70,"Daniel",NA,"Alves da Silva",3767,"1983-05-06",172,"Defender","Brazil",3334,"right","Dani Alves",NA,1983,5
"Spain",73,"Marc",NA,"Bartra Aregall",684,"1991-01-15",184,"Defender","Spain",3335,"right","Bartra",NA,1991,1
"Spain",89,"Andreu",NA,"Font\u00e0s Prat",692,"1989-11-14",186,"Defender","Spain",3337,"left","Font\u00e0s",NA,1989,11
"Spain",77,"Sergi",NA,"G\u00f3mez Sol\u00e0",692,"1992-07-28",185,"Defender","Spain",3338,"right","Sergi G\u00f3mez",NA,1992,7
"Spain",73,"Mart\u00edn",NA,"Montoya Torralbo",674,"1991-04-14",175,"Defender","Spain",3339,"right","Montoya",NA,1991,4
"Spain",72,"Marc",NA,"Muniesa Mart\u00ednez",756,"1992-03-27",179,"Defender","Spain",3340,"left","Muniesa",NA,1992,3
"Italy",80,"Alessio",NA,"Cragno",3173,"1994-06-28",183,"Goalkeeper","Italy",134413,"right","A. Cragno",NA,1994,6
"Spain",71,"Rafael",NA,"Alc\u00e2ntara do Nascimento",3161,"1993-02-12",174,"Midfielder","Brazil",3344,"left","Rafinha",NA,1993,2
"Brazil",70,"Thiago",NA,"Alc\u00e2ntara do Nascimento",2444,"1991-04-11",174,"Midfielder","Spain",3345,"right","Thiago Alc\u00e2ntara",1598,1991,4
"Spain",76,"Sergio",NA,"Busquets i Burgos",676,"1988-07-16",189,"Midfielder","Spain",3346,"right","Sergio Busquets",1598,1988,7
"Spain",68,"Sergi",NA,"Roberto Carnicer",676,"1992-02-07",178,"Defender","Spain",3347,"right","Sergi Roberto",NA,1992,2
"Italy",68,"Filippo",NA,"Costa",3204,"1995-05-21",176,"Defender","Italy",134420,"left","F. Costa",NA,1995,5
"Spain",68,"Jonathan",NA,"dos Santos Ram\u00edrez",7847,"1990-04-26",172,"Midfielder","Mexico",3349,"right","J. dos Santos",15473,1990,4
"Spain",68,"Andr\u00e9s",NA,"Iniesta Luj\u00e1n",12804,"1984-05-11",171,"Midfielder","Spain",3353,"right","Iniesta",1598,1984,5
"Italy",78,"Daniele",NA,"Rugani",3159,"1994-07-29",188,"Defender","Italy",134427,"right","D. Rugani",3757,1994,7
"Italy",72,"Leonardo",NA,"Capezzi",3164,"1995-03-28",178,"Midfielder","Italy",134429,"right","L. Capezzi",NA,1995,3
"Spain",72,"Cristian",NA,"Tello Herrera",684,"1991-08-11",178,"Forward","Spain",3358,"right","Cristian Tello",NA,1991,8
"Spain",72,"Lionel Andr\u00e9s",NA,"Messi Cuccittini",676,"1987-06-24",170,"Forward","Argentina",3359,"left","L. Messi",12274,1987,6
"Italy",75,"Alberto",NA,"Grassi",3204,"1995-03-07",184,"Midfielder","Italy",134435,"right","A. Grassi",NA,1995,3
"Russia",91,"Artem",NA,"Dzyuba",13885,"1988-08-22",196,"Forward","Russia",101669,"right","A. Dzyuba",14358,1988,8
"Spain",67,"Jos\u00e9 Andr\u00e9s",NA,"Guardado Hern\u00e1ndez",684,"1986-09-28",169,"Midfielder","Mexico",3384,"left","A. Guardado",15473,1986,9
"Russia",75,"Alexandr",NA,"Samedov",13888,"1984-07-19",177,"Midfielder","Russia",101699,"right","A. Samedov",14358,1984,7
"Spain",84,"Kepa",NA,"Arrizabalaga Revuelta",1610,"1994-10-03",189,"Goalkeeper","Spain",3397,"right","Arrizabalaga",1598,1994,10
"Spain",88,"Ra\u00fal",NA,"Fern\u00e1ndez-Cavada Mateos",695,"1988-03-13",196,"Goalkeeper","Spain",3398,"right","Ra\u00fal Fern\u00e1ndez",NA,1988,3
"Spain",89,"Gorka",NA,"Iraizoz Moreno",756,"1981-03-06",191,"Goalkeeper","Spain",3399,"right","Iraizoz",NA,1981,3
"Italy",80,"Riccardo",NA,"Piscitelli",NA,"1993-10-10",185,"Goalkeeper","Italy",134475,"right","R. Piscitelli",NA,1993,10
"Angola",68,"Jon\u00e1s ",NA,"Ramalho Chimeno",756,"1993-06-10",181,"Defender","Spain",3407,"right","Ramalho",NA,1993,6
"Spain",73,"Enric",NA,"Saborit Teixidor",678,"1992-04-27",187,"Defender","Spain",3408,"left","Saborit",NA,1992,4
"Spain",79,"Mikel",NA,"San Jos\u00e9 Dom\u00ednguez",678,"1989-05-30",187,"Midfielder","Spain",3409,"right","San Jos\u00e9",NA,1989,5
"Spain",77,"Ander",NA,"Iturraspe Derteano",678,"1989-03-08",187,"Midfielder","Spain",3414,"right","Iturraspe",NA,1989,3
"Spain",81,"Javier",NA,"Mart\u00ednez Aginaga",2444,"1988-09-02",190,"Midfielder","Spain",3416,"right","Javi Mart\u00ednez",NA,1988,9
"Spain",66,"Markel",NA,"Susaeta Laskurain",678,"1987-12-14",179,"Midfielder","Spain",3420,"right","Susaeta",NA,1987,12
"Spain",78,"\u00d3scar",NA,"de Marcos Arana",678,"1989-04-14",182,"Defender","Spain",3421,"right","De Marcos",NA,1989,4
"Spain",72,"Ibai",NA,"G\u00f3mez P\u00e9rez",696,"1989-11-11",177,"Midfielder","Spain",3423,"right","Ibai G\u00f3mez",NA,1989,11
"Spain",63,"Iker",NA,"Muniain Go\u00f1i",678,"1992-12-19",169,"Forward","Spain",3425,"right","Muniain",NA,1992,12
"Spain",87,"Sergio ",NA,"Asenjo Andr\u00e9s",682,"1989-06-28",189,"Goalkeeper","Spain",3428,"right","Sergio Asenjo",NA,1989,6
"France",81,"Cl\u00e9ment",NA,"Lenglet",680,"1995-06-17",186,"Defender","France",134503,"left","C. Lenglet",NA,1995,6
"Spain",79,"Diego Roberto",NA,"God\u00edn Leal",679,"1986-02-16",187,"Defender","Uruguay",3433,"right","D. God\u00edn",15670,1986,2
"Italy",73,"Filipe Luis",NA,"Kasmirski",679,"1985-08-09",182,"Defender","Brazil",3434,"left","Filipe Luis",6380,1985,8
"Mali",77,"Seko",NA,"Fofana",3163,"1995-05-07",183,"Midfielder","France",134508,"right","S. Fofana",NA,1995,5
"Italy",76,"Cristian Daniel",NA,"Ansaldi",3185,"1986-09-20",181,"Defender","Argentina",101742,"left","C. Ansaldi",12274,1986,9
"Spain",73,"Jorge",NA,"Resurrecci\u00f3n Merodio",679,"1992-01-08",177,"Midfielder","Spain",3443,"right","Koke",1598,1992,1
"Argentina",77,"Eduardo Antonio",NA,"Salvio",9607,"1990-07-13",173,"Midfielder","Argentina",3445,"right","E. Salvio",12274,1990,7
"Spain",71,"Juan Francisco",NA,"Torres Bel\u00e9n",679,"1985-01-09",180,"Defender","Spain",3447,"right","Juanfran",NA,1985,1
"Turkey",76,"Arda",NA,"Turan",4535,"1987-01-30",175,"Midfielder","Turkey",3448,"right","A. Turan",NA,1987,1
"Colombia",72,"Radamel Falcao",NA,"Garc\u00eda Z\u00e1rate",19830,"1986-02-10",177,"Forward","Colombia",3450,"right","R. Falcao",12430,1986,2
"Spain",73,"Adri\u00e1n",NA,"L\u00f3pez \u00c1lvarez",677,"1988-01-08",183,"Forward","Spain",3451,"right","Adri\u00e1n L\u00f3pez",NA,1988,1
"Spain",88,"Sergio",NA,"Rico Gonz\u00e1lez",680,"1993-09-01",194,"Goalkeeper","Spain",3458,"right","Sergio Rico",NA,1993,9
"Spain",74,"Jorge",NA,"And\u00fajar Moreno",695,"1987-04-26",177,"Defender","Spain",3460,"right","Coke",NA,1987,4
"Italy",85,"Federico Juli\u00e1n",NA,"Fazio",3158,"1987-03-17",195,"Defender","Argentina",3463,"right","F. Fazio",12274,1987,3
"Spain",68,"Antonio Manuel",NA,"Luna Rodr\u00edguez",695,"1991-03-17",178,"Defender","Spain",3464,"left","Luna",NA,1991,3
"Spain",68,"Fernando",NA,"Navarro i Corbacho",NA,"1982-06-25",177,"Defender","Spain",3465,"left","Fernando Navarro",NA,1982,6
"Spain",75,"Alexis",NA,"Ruano Delgado",696,"1985-08-04",183,"Defender","Spain",3466,"right","Alexis",NA,1985,8
"Poland",74,"Layvin",NA,"Kurzawa",3767,"1992-09-04",182,"Defender","France",134540,"left","L. Kurzawa",NA,1992,9
"Spain",70,"Jos\u00e9 \u00c1ngel",NA,"G\u00f3mez Campa\u00f1a",695,"1993-05-31",179,"Midfielder","Spain",3470,"right","Campa\u00f1a",NA,1993,5
"Spain",60,"Jes\u00fas",NA,"Navas Gonz\u00e1lez",680,"1985-11-21",172,"Midfielder","Spain",3474,"right","Jes\u00fas Navas",NA,1985,11
"Spain",70,"Diego",NA,"Perotti",3158,"1988-07-26",179,"Forward","Argentina",3475,"right","D. Perotti",NA,1988,7
"Croatia",78,"Ivan",NA,"Rakiti\u0107",676,"1988-03-10",184,"Midfielder","Switzerland",3476,"right","I. Rakiti\u0107",9598,1988,3
"Spain",72,"Luis Alberto",NA,"Romero Alconchel",3162,"1992-09-28",182,"Midfielder","Spain",3484,"right","Luis Alberto",NA,1992,9
"Turkey",77,"Ahmet Yilmaz",NA,"\u00c7al\u0131k",4492,"1994-02-26",184,"Defender","Turkey",134557,"right","A. \u00c7al\u0131k",NA,1994,2
"Spain",82,"Andr\u00e9s Eduardo",NA,"Fern\u00e1ndez Moreno",682,"1986-12-17",185,"Goalkeeper","Spain",3486,"right","Andr\u00e9s Fern\u00e1ndez",NA,1986,12
"Spain",76,"Asier",NA,"Riesgo Unamuno",701,"1983-10-06",185,"Goalkeeper","Spain",3488,"right","Asier Riesgo",NA,1983,10
"Ivoire""",87,"Lacina",NA,"Traor\u00e9",NA,"1990-08-20",203,"Forward","Ivoire""",101795,"right","L. Traor\u00e9",NA,1990,8
"Costa Rica",70,"Marcos Danilo",NA,"Ure\u00f1a Porras",62148,"1990-03-05",179,"Forward","Costa Rica",101796,"right","M. Ure\u00f1a",16871,1990,3
"Spain",78,"Sergio",NA,"Postigo Redondo",695,"1988-11-04",185,"Defender","Spain",3496,"right","Sergio Postigo",NA,1988,11
"Spain",83,"Ra\u00fal",NA,"Garc\u00eda Escudero",678,"1986-07-11",184,"Midfielder","Spain",3503,"right","Ra\u00fal Garc\u00eda",NA,1986,7
"Iran",73,"Masoud",NA,"Shojaei Soleimani",10788,"1984-06-09",184,"Midfielder","Iran",3509,"right","M. Shojaei",10840,1984,6
"Spain",80,"David",NA,"Timor Copov\u00ed",756,"1989-10-17",186,"Midfielder","Spain",3510,"left","Timor",NA,1989,10
"Spain",78,"Enrique",NA,"Sola Clemente",NA,"1986-02-25",184,"Forward","Spain",3517,"right","Kike Sola",NA,1986,2
"Spain",89,"Diego",NA,"L\u00f3pez Rodr\u00edguez",691,"1981-11-03",196,"Goalkeeper","Spain",3519,"right","Diego L\u00f3pez",NA,1981,11
"Russia",70,"Igor",NA,"Smolnikov",13885,"1988-08-08",178,"Defender","Russia",101825,"right","I. Smolnikov",14358,1988,8
"Italy",75,"Mateo Pablo",NA,"Musacchio",3157,"1990-08-26",182,"Defender","Argentina",3526,"right","M. Musacchio",NA,1990,8
"France",64,"Bernardo",NA,"Mota Veiga de Carvalho e Silva",1625,"1994-08-10",173,"Midfielder","Portugal",265673,"left","Bernardo Silva",9905,1994,8
"Colombia",82,"Cristian Eduardo",NA,"Zapata Valencia",3157,"1986-09-30",187,"Defender","Colombia",3531,"right","C. Zapata",12430,1986,9
"Spain",62,"Jaume Vicent",NA,"Costa Jord\u00e1",682,"1988-03-18",171,"Defender","Spain",3534,"left","Jaume Costa",NA,1988,3
"Netherlands",75,"Jonathan ",NA,"de Guzm\u00e1n",2462,"1987-09-13",173,"Midfielder","Canada",3535,"right","J. de Guzm\u00e1n",NA,1987,9
"Ghana",72,"Mubarak",NA,"Wakaso",696,"1990-07-25",171,"Midfielder","Ghana",3538,"left","M. Wakaso",17522,1990,7
"Spain",71,"Hern\u00e1n Arsenio",NA,"P\u00e9rez Gonz\u00e1lez",696,"1989-02-25",180,"Midfielder","Paraguay",3539,"right","H. P\u00e9rez",NA,1989,2
"Spain",73,"Bruno ",NA,"Soriano Llido",682,"1984-06-12",184,"Midfielder","Spain",3541,"left","Bruno",NA,1984,6
"Spain",71,"Manuel",NA,"Trigueros Mu\u00f1oz",682,"1991-10-17",178,"Midfielder","Spain",3542,"right","Trigueros",NA,1991,10
"Morocco",67,"Mehdi",NA,"Carcela-Gonz\u00e1lez",5083,"1989-07-01",176,"Midfielder","Belgium",101847,"left","M. Carcela-Gonz\u00e1lez",16216,1989,7
"Italy",72,"Giuseppe",NA,"Rossi",NA,"1987-02-01",173,"Forward","United States",3548,"left","G. Rossi",NA,1987,2
"Spain",80,"Wilfredo Daniel",NA,"Caballero",1610,"1981-09-28",186,"Goalkeeper","Argentina",3551,"right","W. Caballero",12274,1981,9
"Spain",79,"Rub\u00e9n Iv\u00e1n",NA,"Mart\u00ednez Andrade",677,"1984-06-22",188,"Goalkeeper","Spain",3554,"right","Rub\u00e9n",NA,1984,6
"Uruguay",76,"Federico Santiago",NA,"Valverde Dipetta",677,"1998-07-22",181,"Midfielder","Uruguay",364005,"right","F. Valverde",NA,1998,7
"Spain",0,"\u00cdan",NA,"Pino Soler",683,"1996-01-23",0,"Defender","Spain",462312,"right","\u00cdan Pino",NA,1996,1
"Spain",78,"Sergio",NA,"S\u00e1nchez Ortega",691,"1986-04-03",185,"Defender","Spain",3562,"right","Sergio S\u00e1nchez",NA,1986,4
"Spain",79,"Francisco Rom\u00e1n",NA,"Alarc\u00f3n Su\u00e1rez",675,"1992-04-21",176,"Midfielder","Spain",3563,"right","Isco",1598,1992,4
"Spain",77,"Ignacio",NA,"Camacho Barnola",2451,"1990-03-07",183,"Midfielder","Spain",3566,"right","Camacho",NA,1990,3
"Spain",79,"Jos\u00e9 Luis",NA,"Garc\u00eda del Pozo",683,"1991-01-11",182,"Midfielder","Spain",3568,"right","Recio",NA,1991,1
"Cape Verde Islands",82,"Eliseu",NA,"Pereira dos Santos",NA,"1983-10-01",176,"Defender","Portugal",3570,"left","Eliseu",NA,1983,10
"Spain",75,"Joaqu\u00edn",NA,"S\u00e1nchez Rodr\u00edguez",684,"1981-07-21",179,"Midfielder","Spain",3571,"right","Joaqu\u00edn",NA,1981,7
"Spain",60,"Francisco",NA,"Portillo Soler",698,"1990-06-13",169,"Midfielder","Spain",3572,"right","Portillo",NA,1990,6
"France",86,"J\u00e9r\u00e9my",NA,"Toulalan",NA,"1983-09-10",183,"Midfielder","France",3573,"right","J. Toulalan",NA,1983,9
"Spain",69,"Juan Miguel",NA,"Jim\u00e9nez L\u00f3pez",687,"1993-05-20",172,"Forward","Spain",3576,"right","Juanmi",NA,1993,5
"Spain",76,"Be\u00f1at",NA,"Etxebarria Urkiaga",678,"1987-02-19",177,"Midfielder","Spain",3595,"right","Be\u00f1at",NA,1987,2
"Spain",72,"Rub\u00e9n",NA,"Castro Mart\u00edn",684,"1981-06-27",174,"Forward","Spain",3604,"right","Rub\u00e9n Castro",NA,1981,6
"Spain",72,"Jorge",NA,"Molina Vidal",698,"1982-04-22",188,"Forward","Spain",3605,"right","Jorge Molina",NA,1982,4
"Kenya",75,"Divock",NA,"Okoth Origi",2451,"1995-04-18",185,"Forward","Belgium",134708,"right","D. Origi",NA,1995,4
"Spain",82,"Iv\u00e1n",NA,"Ramis Barrios",701,"1984-10-25",188,"Defender","Spain",3642,"right","Ramis",NA,1984,10
"Spain",82,"Pedro",NA,"Bigas Rigo",714,"1990-09-15",181,"Defender","Spain",3644,"left","Bigas",NA,1990,9
"Spain",77,"Gonzalo",NA,"Castro Iriz\u00e1bal",683,"1984-09-14",178,"Midfielder","Uruguay",3645,"left","Chory Castro",NA,1984,9
"Spain",75,"Tom\u00e1s",NA,"Pina Isla",696,"1987-10-14",185,"Midfielder","Spain",3650,"right","Tom\u00e1s Pina",NA,1987,10
"Spain",86,"Antonio Miguel",NA,"Ram\u00edrez Mart\u00ednez",687,"1986-11-23",191,"Goalkeeper","Spain",3663,"right","To\u00f1o",NA,1986,11
"Spain",72,"Alberto",NA,"De La Bella Madure\u00f1o",687,"1985-12-02",179,"Defender","Spain",3667,"left","De La Bella",NA,1985,12
"Spain",79,"\u00cd\u00f1igo",NA,"Mart\u00ednez Berridi",678,"1991-05-17",182,"Defender","Spain",3671,"left","\u00cd\u00f1igo Mart\u00ednez",NA,1991,5
"Spain",79,"Carlos",NA,"Mart\u00ednez D\u00edez",687,"1986-04-09",189,"Defender","Spain",3672,"right","Carlos Mart\u00ednez",NA,1986,4
"Spain",75,"Asier",NA,"Illarramendi Andonegi",687,"1990-03-08",179,"Midfielder","Spain",3676,"right","Illarramendi",NA,1990,3
"Spain",69,"Rub\u00e9n",NA,"Pardo Guti\u00e9rrez",687,"1992-10-22",181,"Midfielder","Spain",3677,"right","Rub\u00e9n Pardo",NA,1992,10
"Spain",76,"Xabier",NA,"Prieto Argarate",NA,"1983-08-29",187,"Midfielder","Spain",3678,"right","Xabi Prieto",NA,1983,8
"Spain",79,"David",NA,"Zurutuza Veillet",687,"1986-07-19",186,"Midfielder","France",3680,"right","Zurutuza",NA,1986,7
"Spain",78,"Imanol",NA,"Agirretxe Arruti",687,"1987-02-24",187,"Forward","Spain",3681,"right","Agirretxe",NA,1987,2
"France",71,"Antoine",NA,"Griezmann",679,"1991-03-21",175,"Forward","France",3682,"left","A. Griezmann",4418,1991,3
"Spain",77,"Carlos Alberto",NA,"Vela Garrido",62148,"1989-03-01",177,"Forward","Mexico",3685,"left","C. Vela",15473,1989,3
"Spain",84,"Bernardo Jos\u00e9",NA,"Espinosa Z\u00fa\u00f1iga",756,"1989-07-11",192,"Defender","Colombia",3692,"right","Bernardo Espinosa",NA,1989,7
"Spain",75,"\u00c1lvaro",NA,"Gonz\u00e1lez Sober\u00f3n",682,"1990-01-08",183,"Defender","Spain",3695,"right","\u00c1lvaro Gonz\u00e1lez",NA,1990,1
"Spain",71,"Yannick",NA,"Ferreira Carrasco",9192,"1993-09-04",180,"Forward","Belgium",134769,"right","Y. Carrasco",5629,1993,9
"France",77,"Papakouli",NA,"Diop",701,"1986-03-19",179,"Midfielder","Senegal",3704,"right","P. Diop",NA,1986,3
"Spain",77,"Adri\u00e1n ",NA,"Gonz\u00e1lez Morales",683,"1988-05-25",183,"Midfielder","Spain",3705,"left","Adri\u00e1n",NA,1988,5
"Spain",66,"Jairo",NA,"Samperio Bustara",714,"1993-07-11",173,"Midfielder","Spain",3708,"right","Jairo Samperio",NA,1993,7
"Senegal",76,"Khouma",NA,"El Hadji Babacar",3315,"1993-03-17",185,"Forward","Senegal",3710,"right","K. Babacar",NA,1993,3
"Italy",72,"Cristhian Ricardo",NA,"Stuani Curbelo",756,"1986-10-12",184,"Forward","Uruguay",3714,"right","C. Stuani",15670,1986,10
"Spain",93,"Roberto",NA,"Jim\u00e9nez Gago",683,"1986-02-10",192,"Goalkeeper","Spain",3719,"right","Roberto",NA,1986,2
"Serbia",75,"Nemanja",NA,"Maksimovi\u0107",674,"1995-01-26",184,"Midfielder","Serbia",265864,"right","N. Maksimovi\u0107",NA,1995,1
"Serbia",80,"Sergej",NA,"Milinkovi\u0107-Savi\u0107",3162,"1995-02-27",192,"Midfielder","Spain",265865,"right","S. Milinkovi\u0107-Savi\u0107",17322,1995,2
"Portugal",77,"Hernani",NA,"Azevedo J\u00fanior",3782,"1994-03-27",188,"Midfielder","Brazil",134797,"right","Hernani",NA,1994,3
"Spain",70,"Juan Carlos",NA,"P\u00e9rez L\u00f3pez",683,"1990-03-30",179,"Defender","Spain",3735,"left","Juankar",NA,1990,3
"Italy",68,"Franco",NA,"Zuculini",3194,"1990-09-05",176,"Midfielder","Argentina",3736,"right","F. Zuculini",NA,1990,9
"Spain",75,"Mikel",NA,"Balenziaga Oruesagasti",678,"1988-02-29",177,"Defender","Spain",3750,"left","Balenziaga",NA,1988,2
"Spain",67,"Alberto ",NA,"Bueno Calvo",683,"1988-03-20",179,"Forward","Spain",3779,"right","Bueno",NA,1988,3
"Spain",84,"Francisco",NA,"Casilla Cort\u00e9s",675,"1986-10-02",191,"Goalkeeper","Spain",3785,"right","Kiko Casilla",NA,1986,10
"Spain",83,"Jordi",NA,"Amat Maas",684,"1992-03-21",185,"Defender","Spain",3788,"right","Jordi Amat",NA,1992,3
"Spain",78,"Zouhair",NA,"Feddal",684,"1989-12-23",190,"Defender","Morocco",3791,"left","Z. Feddal",NA,1989,12
"Mexico",80,"H\u00e9ctor Alfredo",NA,"Moreno Herrera",687,"1988-01-17",183,"Defender","Mexico",3795,"left","H. Moreno",15473,1988,1
"Spain",75,"D\u00eddac",NA,"Vil\u00e1 Rossell\u00f3",691,"1989-06-09",185,"Defender","Spain",3798,"left","D\u00eddac Vil\u00e1",NA,1989,6
"Slovakia",64,"Stanislav",NA,"Lobotka",692,"1994-11-22",170,"Midfielder","Slovakia",167641,"right","S. Lobotka",14496,1994,11
"Brazil",68,"Philippe",NA,"Coutinho Correia",676,"1992-06-12",171,"Forward","Brazil",3802,"right","Philippe Coutinho",6380,1992,6
"Spain",71,"Sergi",NA,"Darder Moll",691,"1993-12-22",180,"Midfielder","Spain",3803,"right","Sergi Darder",NA,1993,12
"Spain",76,"Javier ",NA,"L\u00f3pez Rodr\u00edguez",691,"1986-01-21",180,"Defender","Spain",3806,"right","Javi L\u00f3pez",NA,1986,1
"Spain",72,"Sergio",NA,"Garc\u00eda De La Fuente",691,"1983-06-09",174,"Forward","Spain",3816,"right","Sergio Garc\u00eda",NA,1983,6
"Mali",82,"Boubakary",NA,"Soumar\u00e9",3776,"1999-02-27",188,"Midfielder","France",397033,"right","B. Soumar\u00e9",4423,1999,2
"Spain",75,"Sergio",NA,"\u00c1lvarez Conde",692,"1986-08-03",179,"Goalkeeper","Spain",3821,"right","Sergio \u00c1lvarez",NA,1986,8
"Spain",70,"Rub\u00e9n",NA,"Blanco Veiga",692,"1995-07-25",188,"Goalkeeper","Spain",3822,"right","Rub\u00e9n Blanco",NA,1995,7
"Spain",78,"Yoel",NA,"Rodr\u00edguez Oterino",701,"1988-08-28",186,"Goalkeeper","Spain",3823,"right","Yoel",NA,1988,8
"Spain",69,"Hugo",NA,"Mallo Novegil",692,"1991-06-22",173,"Defender","Spain",3827,"right","Hugo Mallo",NA,1991,6
"Algeria",70,"Houssem",NA,"Aouar",3766,"1998-06-30",175,"Midfielder","France",397046,"right","H. Aouar",4425,1998,6
"Spain",67,"Iago",NA,"Aspas Juncal",692,"1987-08-01",176,"Forward","Spain",3840,"left","Iago Aspas",1598,1987,8
"Chile",64,"Fabi\u00e1n Ariel",NA,"Orellana Valenzuela",701,"1986-01-27",168,"Midfielder","Chile",3843,"right","F. Orellana",NA,1986,1
"Russia",75,"Yury",NA,"Gazinskiy",14072,"1989-07-20",184,"Midfielder","Russia",102157,"right","Y. Gazinskiy",14358,1989,7
"Spain",64,"Francisco Jos\u00e9",NA,"Molinero Calder\u00f3n",698,"1985-07-26",175,"Defender","Spain",3856,"right","Molinero",NA,1985,7
"Croatia",73,"Domagoj",NA,"Vida",4489,"1989-04-29",184,"Defender","Croatia",69396,"right","D. Vida",9598,1989,4
"Croatia",76,"Milan",NA,"Badelj",3162,"1989-02-25",186,"Midfielder","Croatia",69400,"right","M. Badelj",9598,1989,2
"Italy",73,"Manuel Rolando",NA,"Iturra Urrutia",683,"1984-06-23",174,"Midfielder","Chile",3866,"right","M. Iturra",NA,1984,6
"Croatia",77,"Mateo",NA,"Kova\u010di\u0107",1610,"1994-05-06",178,"Midfielder","Austria",69404,"right","M. Kova\u010di\u0107",9598,1994,5
"Croatia",76,"\u0160ime",NA,"Vrsaljko",3161,"1992-01-10",181,"Defender","Croatia",69409,"right","\u0160. Vrsaljko",9598,1992,1
"Spain",79,"Enrique",NA,"Garc\u00eda Mart\u00ednez",701,"1989-11-25",186,"Forward","Spain",3874,"right","Kike Garc\u00eda",NA,1989,11
"Croatia",73,"Andrej",NA,"Kramari\u0107",2482,"1991-06-19",177,"Forward","Croatia",69411,"right","A. Kramari\u0107",9598,1991,6
"Sweden",85,"Pontus",NA,"Wernbloom",NA,"1986-06-25",187,"Midfielder","Sweden",101604,"right","P. Wernbloom",NA,1986,6
"Brazil",92,"L\u00e9o",NA,"Lacroix",6407,"1992-02-27",197,"Defender","Switzerland",134951,"right","L. Lacroix",NA,1992,2
"Spain",80,"Leandro Daniel",NA,"Cabrera Sas\u00eda",698,"1991-06-17",187,"Defender","Uruguay",3885,"left","L. Cabrera",NA,1991,6
"Spain",78,"Keylor",NA,"Navas Gamboa",675,"1986-12-15",185,"Goalkeeper","Costa Rica",3915,"right","K. Navas",16871,1986,12
"Spain",81,"Gustavo Daniel",NA,"Cabral C\u00e1ceres",692,"1985-10-14",182,"Defender","Argentina",3916,"right","G. Cabral",NA,1985,10
"Spain",69,"Iv\u00e1n",NA,"L\u00f3pez Mendoza",695,"1993-08-23",175,"Defender","Spain",3919,"right","Iv\u00e1n L\u00f3pez",NA,1993,8
"Spain",72,"Pedro",NA,"L\u00f3pez Mu\u00f1oz",695,"1983-11-01",174,"Defender","Spain",3920,"right","Pedro L\u00f3pez",NA,1983,11
"Morocco",66,"Nabil",NA,"El Zhar",712,"1986-08-27",171,"Midfielder","France",3934,"right","N. El Zhar",NA,1986,8
"Spain",74,"Roger",NA,"Mart\u00ed Salvador",695,"1991-01-03",179,"Forward","Spain",3937,"right","Roger",NA,1991,1
"England",72,"Marcus",NA,"Rashford",1611,"1997-10-31",187,"Forward","England",397178,"right","M. Rashford",2413,1997,10
"Spain",76,"Iv\u00e1n",NA,"Cu\u00e9llar Sacrist\u00e1n",712,"1984-05-25",187,"Goalkeeper","Spain",3963,"left","Cu\u00e9llar",NA,1984,5
"Spain",79,"Alejandro",NA,"G\u00e1lvez Jimena",714,"1989-06-06",188,"Defender","Spain",3970,"right","G\u00e1lvez",NA,1989,6
"Uruguay",61,"Dami\u00e1n Nicol\u00e1s",NA,"Su\u00e1rez Su\u00e1rez",698,"1988-04-27",172,"Defender","Uruguay",3974,"right","D. Su\u00e1rez",NA,1988,4
