Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2006-0660-AUS,2006,660,,Natural,Climatological,Wildfire,,,,Australia,AUS,Australia and New Zealand,Oceania,"Blue mountains district, New South Wales province",,,,,,Yes,,,Km2,,,,,2006,11,16,2006,11,16,,,,,,,,,,,,74.39638749,2,,4959,Blue Mountains (C) (Adm2).
2006-0444-ESP,2006,444,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,Galicia province,Human,,,,,,,,Km2,,,,,2006,8,4,2006,8,15,4,,,,,,,120000,161298,659000,885796,74.39638749,1,2728,,Galicia (Adm1).
2006-0471-IDN,2006,471,,Natural,Climatological,Wildfire,Forest fire,,,Indonesia,IDN,South-Eastern Asia,Asia,"Muarojambi, Tanjungjabung Timur districts (Jambi province), Ogan Komering Ilir, Banyuasin, Musibanyuasin districts (Sumatera Selatan province), Ketapang district (Kalimantan Barat province), Kotawaringin Timur, Kotawaringin Barat, Pulangpisau, Seruyan, Sukamara districts (Kalimantan Tengah province), Banjar, Hulusungai Selatan districts (Kalimantan Selatan province)",,,,,,,,,Km2,,,,,2006,8,,2006,8,,,200,,,200,,,,,14000,18818,74.39638749,2,,18102;18108;18110;73643;73762;73763;73803;73806;73815;73831;73848;73856;73863,"Banjar, Banyuasin, Hulusungai Selatan, Ketapang, Kotawaringin Barat, Kotawaringin Timur, Muarojambi, Musibanyuasin, Ogan Komering Ilir, Pulangpisau, Seruyan, Sukamara, Tanjungjabung Timur (Adm2)."
2005-9206-KHM,2005,9206,,Natural,Climatological,Drought,Drought,,,Cambodia,KHM,South-Eastern Asia,Asia,Kampong Speu province,,Food shortage,Heat wave,,,,,,Km2,,,,,2005,4,,2005,4,,,,600000,,600000,,,,,,,72.07141045,1,795,,Kampong Speu (Adm1).
2005-9637-MDG,2005,9637,,Natural,Climatological,Drought,Drought,,,Madagascar,MDG,Eastern Africa,Africa,Vangaindrano district (Atsimo Atsinanana province),"Locust infestation, repeated floods, pest infestation",Famine,Food shortage,,,,,,Km2,,,,,2005,11,,2006,12,,,,14000,,14000,,,,,,,72.07141045,2,,154550,Vangaindrano (Adm2).
2005-9578-MWI,2005,9578,,Natural,Climatological,Drought,Drought,,,Malawi,MWI,Eastern Africa,Africa,"Southern Region, Central Region provinces",Poor rainfall and indequater supplies of fertlizer,Famine,Food shortage,,,,,,Km2,,,,,2005,10,,2006,3,,,,5100000,,5100000,,,,,,,72.07141045,1,1888;1890,,"Central Region, Southern Region (Adm1)."
2005-9362-NER,2005,9362,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Tillaberi, Tahoua, Diffa, Zinder, Maradi provinces",Drought and locusts infestation,Famine,Food shortage,Yes,,,100588,,Km2,,,,,2005,7,,2006,7,,,,3000000,,3000000,,,,,,,72.07141045,1,2203;2205;2207;2208;2209,,"Diffa, Maradi, Tahoua, Tillaberi, Zinder (Adm1)."
2005-9262-MOZ,2005,9262,,Natural,Climatological,Drought,Drought,,,Mozambique,MOZ,Eastern Africa,Africa,"Maputo, Gaza, Inhambane, Manica, Sofala, Zambezia, Tete provinces",Poor and erratic rainfall,Crop failure,Food shortage,,,,,,Km2,,,,,2005,5,,2006,,,,,1400000,,1400000,,,,,,,72.07141045,1,2113;2114;2115;2120;2121;2122;41373,,"Gaza, Inhambane, Manica, Maputo, Sofala, Tete, Zambezia (Adm1)."
2005-0430-MYS,2005,430,,Natural,Climatological,Wildfire,Forest fire,,,Malaysia,MYS,South-Eastern Asia,Asia,"Port Klang city (Kelang district, Selangor province), Kuala Selangor district (Selangor province)",,Pollution,,,,Yes,,,Km2,,,,,2005,8,9,2005,8,9,,,,,,,,,,,,72.07141045,2,,37456;37458,"Kelang, Kuala Selangor (Adm2)."
2005-0430-THA,2005,430,,Natural,Climatological,Wildfire,Forest fire,,,Thailand,THA,South-Eastern Asia,Asia,"Satun, Phatthalung, Pattani, Yala, Narathiwat, Phuket, Songkhla provinces",,Pollution,,,,,,,Km2,,,,,2005,8,,2005,8,,,,,,,,,,,,,72.07141045,1,2882;2887;2890;2898;2910;2913;2925,,"Narathiwat, Pattani, Phatthalung, Phuket, Satun, Songkhla, Yala (Adm1)."
2005-9142-MLI,2005,9142,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,"Mopti, Kayes, Tombouctou, Gao provinces",,Food shortage,,,,,,,Km2,,,,,2005,,,2006,,,,,1000000,,1000000,,,,,,,72.07141045,1,1927;1928;1931;1934,,"Gao, Kayes, Mopti, Tombouctou (Adm1)."
2005-9722-SOM,2005,9722,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Gedo, Bakool, Bay, Hiraan, Juba Hoose, Juba Dhexe provinces",,Food shortage,,,,,,,Km2,,,,,2005,,,2005,,,2,,,,,,,,,,,72.07141045,1,2689;2691;2694;2695;2696;2698,,"Bakool, Bay, Gedo, Hiraan, Juba Dhexe, Juba Hoose (Adm1)."
2005-9719-KEN,2005,9719,,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Makueni, Kitui, Marsabit, Isiolo, Mwingi, Kitui, Moyale districts (Eastern province), Malindi, Kwale, Kilifi, Taita Taveta, Tana river districts (Coast province), Mandera, Wajir, Garissa, Ijara districts (North Eastern province), Kajiado, Turkana, Samburu, Laikipia districts (Rift Valley province).",Lack of rains,Famine,,,Yes,Yes,,,Km2,,,,,2005,12,,2006,,,27,,3500000,,3500000,,,,,,,72.07141045,2,,51340;51341;51343;51345;51346;51348;51349;51351;51352;51357;51358;51361;51362;51363;51364;51380;51384;51389;51392,"Garissa, Ijara, Isiolo, Kajiado, Kilifi, Kitui, Kwale, Laikipia, Makueni, Malindi, Mandera, Marsabit, Moyale, Mwingi, Samburu, Taita Taveta, Tana River, Turkana, Wajir (Adm2)."
2005-0180-KOR,2005,180,,Natural,Climatological,Wildfire,Forest fire,,,Korea (the Republic of),KOR,Eastern Asia,Asia,"Yangyang, Kosong cities (Kang-won-do province)",,,,,,Yes,,,Km2,,,,,2005,4,4,2005,4,6,,,1800,340,2140,,,,,,,72.07141045,1,2437,,Kang-won-do (Adm1).
2005-0367-PRT,2005,367,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,"Porto, Castelo Branco provinces",,,,,,,,,Km2,,,,,2005,5,15,2005,7,14,15,136,,,136,,,,,1650000,2289396,72.07141045,1,2390;2408,,"Castelo Branco, Porto (Adm1)."
2005-9734-PRY,2005,9734,,Natural,Climatological,Drought,Drought,,,Paraguay,PRY,South America,Americas,"Presidente Hayes, Boqueron, Alto Paraguay provinces",,,,,,,,,Km2,,,,,2005,10,14,2005,,,,,52990,,52990,,,,,,,72.07141045,1,2311;2314;2326,,"Alto Paraguay, Boqueron, Presidente Hayes (Adm1)."
2005-9153-THA,2005,9153,,Natural,Climatological,Drought,Drought,,,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces",,,,,,,,21600,Km2,,,,,2005,1,,2005,3,,,,,,,,,,,420000,582755,72.07141045,1,2851;2852;2853;2854;2855;2856;2857;2858;2859;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;2870;2871;2872;2873;2874;2875;2876;2877;2878;2879;2880;2881;2882;2883;2884;2885;2886;2887;2888;2889;2890;2891;2892;2893;2894;2895;2896;2897;2898;2899;2900;2901;2902;2903;2904;2905;2906;2907;2908;2909;2910;2911;2912;2913;2914;2915;2916;2917;2918;2919;2920;2921;2922;2923;2924;2925;2926,,"Amnat Charoen, Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan, Narathiwat, Nong Bua Lamphu, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phachinburi, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sa Kaeo, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Ubon Ratchathani, Udon Thani, Uthai Thani, Uttaradit, Yala, Yasothon (Adm1)."
2005-9163-UGA,2005,9163,,Natural,Climatological,Drought,Drought,,,Uganda,UGA,Eastern Africa,Africa,"Rupa, Nadunget subcounties (Moroto province); Nyakwae subcounty (Abim province); Kalapata city (Dodoth district, Kaabong province) (Karamoja region)",,,,,,,,,Km2,,,,,2005,3,,2006,3,,,,600000,,600000,,,,,,,72.07141045,1;2,743;765;772,28453,"Abim, Kotido, Moroto (Adm1). Dodoth (Adm2)."
2005-0724-USA,2005,724,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma provinces",,,,,,Yes,,,Km2,,,,,2005,12,27,2006,1,4,5,,,1410,1410,,,,,100000,138751,72.07141045,1,3250;3257,,"Oklahoma, Texas (Adm1)."
2005-9277-VNM,2005,9277,,Natural,Climatological,Drought,Drought,,,Viet Nam,VNM,South-Eastern Asia,Asia,Ben Tre province,,,,,,,,,Km2,,,,,2005,5,,2005,,,,,410000,,410000,,,,,42120,58442,72.07141045,1,3332,,Ben Tre (Adm1).
2006-9756-TZA,2006,9756,,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Arusha, Manyara, Kilimanjaro provinces",,,Food shortage,,,,,,Km2,,,,,2006,,,2006,,,,,3700000,,3700000,,,,,,,74.39638749,1,48357;48363;48365,,"Arusha, Kilimanjaro, Manyara (Adm1)."
2006-9411-LTU,2006,9411,,Natural,Climatological,Drought,Drought,,,Lithuania,LTU,Northern Europe,Europe,"Alytaus, Kauno, Klaipedos, Marijampoles, Panevezio, Siauliu, Taurages, Telsiu, Utenos, Vilniaus provinces",,Heat wave,,,,Yes,,,Km2,,,,,2006,8,,2006,,,,,,,,,,,,225573,303204,74.39638749,1,1866;1867;1868;1869;1870;1871;1872;1873;1874;1875,,"Alytaus, Kauno, Klaipedos, Marijampoles, Panevezio, Siauliu, Taurages, Telsiu, Utenos, Vilniaus (Adm1)."
2006-9425-MLI,2006,9425,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,Kidal province,Scarcity of rain,Famine,,,Yes,,,,Km2,,,,,2006,8,,2006,9,,,,25000,,25000,,,,,,,74.39638749,1,1929,,Kidal (Adm1).
2006-9723-NPL,2006,9723,,Natural,Climatological,Drought,Drought,,,Nepal,NPL,Southern Asia,Asia,"Mid Western, Far Western provinces",Poor rainfall,,,,,,,,Km2,,,,,2006,7,,2006,,,,,200000,,200000,,,,,,,74.39638749,1,2154;2155,,"Far Western, Mid Western (Adm1)."
2006-0728-PAN,2006,728,,Natural,Climatological,Wildfire,,,,Panama,PAN,Central America,Americas,"Miria Ubgidandu island (Kuna Yala district, Kuna Yala province), Kuna de Madungandí district (Panama province), Kuna de Wargandí district (Darien province)",,,,,,,,,Km2,,,,,2006,12,20,2006,,,,,1436,,1436,,,,,,,74.39638749,2,,23723;93696;93697,"Kuna de Madungandi, Kuna de Wargandi, Kuna Yala (Adm2)."
2006-9016-PER,2006,9016,,Natural,Climatological,Drought,Drought,,,Peru,PER,South America,Americas,"Tumbes, Piura, Ica, Arequipa provinces",,,,,,Yes,,,Km2,,,,,2006,1,,2006,1,,,,,,,,,,,,,74.39638749,1,2331;2338;2347;2351,,"Arequipa, Ica, Piura, Tumbes (Adm1)."
2006-0576-USA,2006,576,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)",,,,,,Yes,,,Km2,,,,,2006,10,26,2006,10,27,4,1,,102,103,,,,,25000,33604,74.39638749,2,,28897;28901,"Riverside, San Diego (Adm2)."
2006-0662-USA,2006,662,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,Ventura district (California province),,,,,,Yes,,,Km2,,,,,2006,12,3,2006,12,6,,,,15,15,,,,,25000,33604,74.39638749,2,,28920,Ventura (Adm2).
2006-0374-USA,2006,374,,Natural,Climatological,Wildfire,,,,United States of America (the),USA,Northern America,Americas,California province,,,,,,Yes,,350,Km2,,,,,2006,7,9,2006,7,14,1,17,,150,167,,,,,16000,21506,74.39638749,1,3218,,California (Adm1).
2005-9403-ZMB,2005,9403,,Natural,Climatological,Drought,Drought,,,Zambia,ZMB,Eastern Africa,Africa,"Southern, Western provinces",,Food shortage,,,,,,,Km2,,,,,2005,6,,2005,11,,,,1200000,,1200000,,,,,,,72.07141045,1,3433;3434,,"Southern, Western (Adm1)."
2007-0365-ALB,2007,365,,Natural,Climatological,Wildfire,Forest fire,,,Albania,ALB,Southern Europe,Europe,"Kolonje, Vlore, Puke, Tropoje provinces",High temperatures and dry conditions,,,Yes,,,,,Km2,,,,,2007,7,,2007,7,,,,,75,75,,,,,,,76.5186792,1,317;333;339;340,,"Kolonje, Puke, Tropoje, Vlore (Adm1)."
2007-0366-BGR,2007,366,,Natural,Climatological,Wildfire,Forest fire,,,Bulgaria,BGR,Eastern Europe,Europe,"Veliko Tarnovo, Kustendil, Montana, Sofia, Smoljan, Stara Zagora provinces","High temperatures, heavy winds, dry conditions",,,Yes,Yes,Yes,,,Km2,,,,,2007,7,,2007,7,,1,9,,,9,,,,,2454,3207,76.5186792,1,709;711;721;722;723;724;727,,"Kustendil, Montana, Smoljan, Sofia, Sofia-city, Stara Zagora, Veliko Tarnovo (Adm1)."
2007-0395-BGR,2007,395,,Natural,Climatological,Wildfire,,,,Bulgaria,BGR,Eastern Europe,Europe,"Topolovgrad, Svilengrad districts (Haskovo province)",,,,,,Yes,,,Km2,,,,,2007,8,25,2007,8,26,2,,,,,,,,,,,76.5186792,2,,11897;11898,"Svilengrad, Topolovgrad (Adm2)."
2007-9514-BRA,2007,9514,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,"Ceara, Piaui, Maranhao, Tocantins, Minas Gerais provinces",Lack of rain from last six months,,,,,Yes,,,Km2,,,,,2007,10,,2007,,,,,1000000,,1000000,,,,,,,76.5186792,1,670;674;677;682;691,,"Ceara, Maranhao, Minas Gerais, Piaui, Tocantins (Adm1)."
2007-9676-DJI,2007,9676,,Natural,Climatological,Drought,Drought,,,Djibouti,DJI,Eastern Africa,Africa,NO DATA: all country selected,,,,,,,,,Km2,,,,,2007,1,,2007,1,,,,42750,,42750,,,,,,,76.5186792,1,1093;1094;1095;1096;1097,,"Ali Sabieh, Dikhil, Djibouti, Obock, Tadjourah (Adm1)."
2007-0670-DZA,2007,670,,Natural,Climatological,Wildfire,Forest fire,,,Algeria,DZA,Northern Africa,Africa,Tzarifet forest (Tlemcen province),Heat wave,,,,,,,,Km2,,,,,2007,9,,2007,9,,8,,,,,,,,,,,76.5186792,1,388,,Tlemcen (Adm1).
2007-0301-GRC,2007,301,,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,"Pylos city (Messinias district, Peloponnisos province), Andros Isl. (Kykladon district, Notio Aigaio province), Keratea city, Idra Isl. (Attikis district, Attiki province), Menindi city (Aitolias Kai Akarnanias district, Dytiki Ellada province), Skiathos Isl. (Magnisias district, Thessalia province), Kefalonia Isl. (Kefallinias district, Ionioi Nisoi province), Zante Isl. (Zakynthou district, Ionioi Nisoi province), Chios Isl. (Chiou district, Voreio Aigaio province), Kastoria city (Kastorias district, Dytiki Makedonia province), Kozani city (Kozanis district, Dytiki Makedonia province), Loannina city (Ioanninon district, Ipeiros province), Florina city (Florinis district, Dytiki Makedonia province), Pierias district (Kentriki Makedonia province), Thesprotias district (Iperiros province), Fthiotidos district (Sterea Ellada province)",,,,,,,,,Km2,,,,,2007,6,1,2007,7,30,3,4,,,4,,,,,,,76.5186792,2,,16680;16682;16684;16686;16687;16688;16691;16693;16695;16701;16709;16714;16718;16722;16724,"Aitolias Kai Akarnanias, Attikis, Chiou, Florinis, Fthiotidos, Ioanninon, Kastorias, Kefallinias, Kozanis, Kykladon, Magnisias, Messinias, Pierias, Thesprotias, Zakynthou (Adm2)."
2007-0392-GRC,2007,392,WF-2007-000148,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,"Messinias, Lakonias districts (Peloponisos province), Euboea Isl. (Evvoias district, Sterea Ellada province), Olympia city (Ileias district, Dytiki Ellada province), Achaia, Korinthia, Argolidos","Human, high winds and drought",,,Yes,Yes,Yes,,1600,Km2,,,,,2007,8,24,2007,8,30,65,64,1593,3735,5392,,,,,1750000,2287023,76.5186792,2,,16681;16683;16710;16712;16713;16714;16716,"Achaias, Argolidos, Evvoias, Ileias, Korinthias, Lakonias, Messinias (Adm2)."
2007-0325-HRV,2007,325,,Natural,Climatological,Wildfire,Forest fire,,,Croatia,HRV,Southern Europe,Europe,"Dubrovnik, Mlini, Plat cities (Dubrovnik-neretva province), Split-damlatjia, Zadar-knin provinces (Dalmatia region)","Hot and dry weather, strong winds",,,Yes,,Yes,,,Km2,,,,,2007,8,4,2007,8,5,,26,,,26,,,,,,,76.5186792,1,989;1003;1007,,"Dubrovnik-neretva, Split-dalmatija, Zadar-knin (Adm1)."
2007-0444-HRV,2007,444,,Natural,Climatological,Wildfire,Forest fire,,,Croatia,HRV,Southern Europe,Europe,Kornat Isl. (Sibenik province),,,,,,,,,Km2,,,,,2007,8,30,2007,8,30,12,,,,,,,,,,,76.5186792,1,1000,,Sibenik (Adm1).
2008-9200-ETH,2008,9200,DR-2008-000043,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Oromia, Somali, Amhara, Afar, Tigray, SNNPR provinces","Heavy drought, weak reany season, loss of animals, food shortages and increase of prices",Famine,Food shortage,,,,,,Km2,,,,,2008,5,,2009,10,,,,6400000,,6400000,,,,,,,79.4563044,1,1228;1229;1236;1237;47678;47679,,"Afar, Amhara, Oromia, SNNPR, Somali, Tigray (Adm1)."
2008-9475-AFG,2008,9475,,Natural,Climatological,Drought,Drought,,,Afghanistan,AFG,Southern Asia,Asia,"Kunduz, Balkh, Faryab, Badghis provinces",,Food shortage,,,,,,,Km2,,,,,2008,10,,2008,10,,,,280000,,280000,,,,,,,79.4563044,1,273;275;278;289,,"Badghis, Balkh, Faryab, Kunduz (Adm1)."
2008-9640-BDI,2008,9640,,Natural,Climatological,Drought,Drought,,,Burundi,BDI,Eastern Africa,Africa,"Kirundo, Ngozi, Muyinga, Cankuzo, Karuzi, Ruyigi provinces",,Food shortage,,,,,,,Km2,,,,,2008,9,,2009,1,,,,82500,,82500,,,,,,,79.4563044,1,40546;40549;40551;40554;40556;40558,,"Cankuzo, Karuzi, Kirundo, Muyinga, Ngozi, Ruyigi (Adm1)."
2008-9303-DJI,2008,9303,OT-2008-000043,Natural,Climatological,Drought,Drought,,,Djibouti,DJI,Eastern Africa,Africa,"Djibouti, Arta cities (Djibouti district, Djibouti province), Ali Sabieh district (Ali Sabieh province), Obock district (Obock province), Tadjourah district (Tadjourah province), Dikhil district (Dikhil province)",Delayed and below-normal rains,Food shortage,,Yes,,,,,Km2,,,,,2008,7,,2009,,,,,340000,,340000,,,,,,,79.4563044,2,,15272;15274;15276;15278;15282,"Ali Sabieh, Dikhil, Djibouti, Obock, Tadjourah (Adm2)."
2008-9661-BOL,2008,9661,,Natural,Climatological,Drought,Drought,,,Bolivia (Plurinational State of),BOL,South America,Americas,"La Paz, Oruro, Tarija, Chuquisaca, Santa Cruz provinces","El Nino, dry ecosystem, high temperatures and lon period withoit rainfall",,,,,Yes,,,Km2,,,,,2008,12,,2009,,,,,27500,,27500,,,,,,,79.4563044,1,40444;40446;40447;40449;40450,,"Chuquisaca, La Paz, Oruro, Santa Cruz, Tarija (Adm1)."
2008-9662-CHN,2008,9662,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Henan Sheng, Anhui Sheng, Shanxi Sheng, Shaanxi Sheng, Shandong Sheng, Hubei Sheng, Gansu Sheng, Hebei Sheng, Jiangsu Sheng provinces",,,,,,Yes,,,Km2,,,,,2008,11,,2009,2,,,,3700000,,3700000,,,,,234000,294501,79.4563044,1,898;902;907;909;911;913;920;921;923,,"Anhui Sheng, Gansu Sheng, Hebei Sheng, Henan Sheng, Hubei Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng (Adm1)."
2008-9200-ERI,2008,9200,DR-2008-000043,Natural,Climatological,Drought,Drought,,,Eritrea,ERI,Eastern Africa,Africa,"Achipelagos, Semenawi Keih Bahri provinces (Northern Red Sea Region), Debubawi Keih Bahri province (Southern Red Sea Region), Anseba, Debub provinces",,,,,,,,,Km2,,,,,2008,10,,2008,10,,,,1700000,,1700000,,,,,,,79.4563044,1,1205;1206;1207;1208;1211,,"Anseba, Archipelagos, Debub, Debubawi Keih Bahri, Semenawi Keih Bahri (Adm1)."
2009-0067-AUS,2009,67,2009-000034,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"Marysville, Kinglake, Taggerty cities (Murrindindi (S) district, Victoria province), Strathewen, St Andrews cities (Nillumbik (S) district, Victoria province), , Whittlesea city (Whittlesea district, Victoria province), Wandong city (Mitchell (S) district, Victoria province)",,Heat wave,,,,,,3100,Km2,,,,,2009,2,2,2009,2,14,180,500,9454,,9954,,,770000,972544,1300000,1641957,79.17380276,2,,5399;5409;5427;154648,"Mitchell (S), Murrindindi (S), Nillumbik (S), Whittlesea (C) (Adm2)."
2007-0337-SWZ,2007,337,WF-2007-000121,Natural,Climatological,Wildfire,Forest fire,,,Eswatini,SWZ,Southern Africa,Africa,Pigg's Peak district (Hhohho province),,Storm,,,,,,,Km2,,,,,2007,7,27,2007,7,30,2,,1500,,1500,,,,,,,76.5186792,2,,25954,Pigg's Peak (Adm2).
2007-0519-USA,2007,519,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",,Storm,,,,Yes,,,Km2,,,,,2007,10,21,2007,10,24,8,64,640000,,640064,,,1900000,2483054,2500000,3267176,76.5186792,2,,28883;28894;28897;28900;28901;28906;28920,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura (Adm2)."
2007-9494-LSO,2007,9494,,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,"Maseru, Mafeteng, Leribe, Butha Buthe, Berea, Mohale's Hoek, Quthing provinces (Lowlands region)",,Food shortage,,Yes,Yes,,,,Km2,,,,,2007,7,,2008,,,,,475000,,475000,,,,,,,76.5186792,1,1803;1804;1805;1806;1807;1808;1811,,"Berea, Butha Buthe, Leribe, Mafeteng, Maseru, Mohale's Hoek, Quthing (Adm1)."
2007-9677-MDA,2007,9677,DR-2007-000175,Natural,Climatological,Drought,Drought,,,Moldova (the Republic of),MDA,Eastern Europe,Europe,Dubasari province (Transnitria region),High temperature and low rainfall,Food shortage,,Yes,,,,,Km2,,,,,2007,,,2007,,,,,210394,,210394,,,,,406000,530589,76.5186792,1,2066,,Dubasari (Adm1).
2007-9343-MOZ,2007,9343,,Natural,Climatological,Drought,Drought,,,Mozambique,MOZ,Eastern Africa,Africa,"Gaza, Inhambane, Manica, Sofala, Maputo provinces (Centre and south of the country)","Drought, cyclone et inondations",Food shortage,,,,,,,Km2,,,,,2007,8,,2007,8,,,,520000,,520000,,,,,,,76.5186792,1,2113;2114;2115;2120;41373,,"Gaza, Inhambane, Manica, Maputo, Sofala (Adm1)."
2007-9288-SWZ,2007,9288,,Natural,Climatological,Drought,Drought,,,Eswatini,SWZ,Southern Africa,Africa,"Hhohho, Lubombo, Manzini, Shiselweni provinces",,Famine,,,,Yes,15000,,Km2,,,,,2007,7,,2007,,,,,410000,,410000,,,,,,,76.5186792,1,2782;2783;2784;2785,,"Hhohho, Lubombo, Manzini, Shiselweni (Adm1)."
